cantonese,english,greedy,beam
呢朵係成個花園最靚嘅花。,This is the most beautiful flower in the garden.,The flowers are the most important flowers in the garden.,The flower is one of the most beautiful flowers in the garden.
呢個袋邊個架？,Whose bag is this?,What about the box sides?,What about the bag-side box?
呢個會好緊要㗎，你唔好唔嚟呀。,This is a very important meeting. You ought not to miss it.,"Their relationship is very close, and you are very happy.",I'd like you to know that you're not going to be able to do this.
呢把遮唔係我㗎，係人哋㗎。,This isn't my umbrella; it's somebody else's.,"I'm not going to be able to do this, I have to go to the other side.","I'm going to tell you how to do it, and you'll be right there."
呢個係我見過最靚嘅景。,This is the finest view I have ever seen.,I have seen the most beautiful scenery.,I have seen the most beautiful scenery.
呢隻錶我尋日買嘅。,This is the watch I bought yesterday.,I'll buy the watch for the day.,And the watch I bought for the day.
呢樣唔係小事。,It's no small matter.,I'm a little bit of a bitch.,I'll do a little bit of business.
係畀你嘅。,This is for you.,I'm sorry about you.,I'll take care of you.
你可唔可以教我填呢份表格呀？,Can you tell me how to fill in this form?,Can you please tell me to fill in the form?,Can you tell me how to fill in the form?
呢隻雪糕好好味㗎，你試唔試少少呀？,This is very good ice cream. Won't you have some?,"The ice cream was good, did you try it or not?","Well, the ice cream was good, did you try it or not?"
呢個你可以自己keep返。,You can keep this one for yourself.,You can take it back yourself.,You can take it back on your own.
呢把遮係咪你㗎？,Is this your umbrella?,What about your shield?,Why do you have to hide from me?
呢支就係我尋日整唔見嗰支筆喇。,This is the pen that I lost yesterday.,I have been looking for the stone of the temple all day long.,I've been looking around the whole day and I can't see what's going on.
呢個係我嘅公司地址。,This is my business address.,I'll give you my company address.,I'll give you my company address.
呢間就係我哋舊年住嗰間酒店喇。,This is the hotel where we stayed last year.,I was staying in the hotel for the old years.,I've been living in a hotel since my old age.
我唔知由而家開始我要做乜。,I don't know what to do from now on.,I know I'm starting home and I have to do it.,I don't know what I'm going to do when I start home.
我保證我以後都會準時㗎喇。,"From now on, I promise to be punctual.",I guarantee I will always be in the same time.,I guarantee that I will always be on time afterwards.
我由而家開始唔會再講大話㗎喇。,I will never tell a lie from now on.,I'll start my family and I won't be talking about the big story again.,I'm going to start the house and I won't talk about the big story again.
我哋以後要保持聯絡呀。,"From now on, let's keep in touch.",I'm going to keep in touch with you after that.,I want to keep in touch with you from now on.
Blake 葬喺呢間教堂。,This is the church where Blake is buried.,Blake was buried in the church.,Blake was buried in the church.
你知唔知佢哋係邊個？,Do you know who they are?,You know I'm separated from you?,You know I'm separated from you?
哥爾夫球好好玩㗎。,Playing golf is great fun.,The football is a fun game.,The game of golf is fun and fun.
雖然啲猩猩唔識開口講嘢，但係佢哋可以用其他方法同人類溝通。,"Gorillas cannot use their lips and tongues to speak, but they can communicate with people in other ways.","Although the chimps do not know how to speak openly, they can communicate with humans in other ways.","Although chimpanzees do not know how to speak openly, they can communicate with humans in other ways."
可唔可以麻煩你閂咗個窗佢呀？,May I trouble you to shut the window?,But I can't trouble you with the window?,But I can't get you into trouble with a single window?
我會處理呢個問題。,I will deal with this problem.,I'll deal with a single issue.,I'll deal with a single issue.
呢條問題啲答案全部錯晒。,All the answers to this question were wrong.,The answers to the questions in the next article are all correct.,All of the answers to the above-mentioned questions are correct.
呢本書對你嚟講可能難咗啲。,This book is too difficult for you to read.,This book may be of great importance to you.,This book may be difficult for you to understand.
呢本書好深，一個禮拜好難睇得晒。,This book is too difficult to read in a week.,"This book is very deep, and one week is a good week for the sun.","This book is well-known, and one week is a good time to read it."
我覺得呢本書好有趣。,I found this book interesting.,I think this book is interesting.,I think this book is interesting.
呢本書值得一睇。,This book is worth reading.,This book is worth reading.,This book is worth reading.
呢啲書唔拎得走㗎。,You can't take away these books.,I'm going to have to go to the library.,I'm going to have to go to the library.
我肯定呢本書會對你好有用。,I am sure this book will be of great use to you.,I am sure this book will be useful to you.,I am sure that this book will be useful to you.
呢本書每一句句子都好重要。,Every sentence in this book is important.,Every sentence in this book is important.,Every sentence in this book is very important.
你可唔可以幫我喺呢本書度簽個名呀？,Could I have your autograph on this book?,You can help me with this. I'll sign my signature here.,You can help me with this. I'll sign my signature here.
呢頂帽都幾襯我噃。,This hat suits me nicely.,I'm wearing my top hat.,I'm wearing my top hat.
呢頂帽係咪你㗎？,Is this hat yours?,"""What about your cape?",What about your cape?
我由今朝開始就一路喺度打呢份報告書，但係到而家都淨係打咗一半。,"I have been typing this report since this morning, but I'm only halfway through.","I started this morning with a report on the whole trip, but I got halfway to the home cleanup.","I started this morning all the way to get my report, but when I arrived home cleaned half the time."
呢度附近有無加油站㗎？,Is there a gas station around here?,How often do you have no gas station nearby?,How often do you have no gas station nearby?
你有冇喺附近見過一個啡色銀包？,Did you see a brown wallet around here?,You've seen a brown silver bag around the corner?,Have you ever seen a morphic silver bag nearby?
呢句句子個「get」字係咩意思呢？,"What does the word ""get"" mean in this sentence?","What is the meaning of the word ""get"" in the sentence?","What is the meaning of the word ""get"" in each sentence?"
呢個故仔嘅女主角係一個細路女。,The heroine of this story is a little girl.,The main character of the film is a female who is the daughter of a young man.,She is the heroine of one of the daughters of her father.
呢條裙都幾靚喎，可唔可以試著㗎？,I like this skirt. May I try it on?,"I've got a whole dress, can I try it?","How many dresses do you have, can you try them?"
呢間房裏面有部電視機。,There is a television in this room.,The main building has a television set.,On the ground floor there is a television set.
呢間房細得濟喇，裝唔落五十個人。,This room is too small to contain 50 men.,"Their number is 50, and the number of people is fifty.",It is estimated that there are fifty persons.
呢間房唔俾食煙㗎。,You may not smoke in this room.,The house is not smoking.,I'll eat a smoke in my room.
呢間房唔俾食煙。,You cannot smoke in this room.,The room was smoked.,The room was smoked.
呢塊布摸上手好滑。,This cloth feels smooth.,The paper is smooth and easy to touch.,It is very smooth to touch the cloth with the hand.
呢個箱裏面裝滿晒蘋果。,This box is filled with apples.,The inside of the box is filled with sunny apples.,The inside of the box is filled with sunny apples.
兩者之間冇乜分別。,There is not much difference between the two.,The two are separated by the same name.,The two are separated.
今個秋天冇我哋想像中落咁多雪。,We had less snow this winter than we had expected.,This fall I imagined that there was lots of snow.,"This autumn, I imagine that there will be a lot of snow."
聽講今個冬天係呢十年嚟最凍嘅冬天喎。,I hear this is the coldest winter we have had in the past ten years.,He said that the winter season is the coldest winter of the year for ten years.,This winter is the coldest winter in the world for ten years.
呢部電話壞咗。,This telephone is out of order.,The phone was broken.,I've got a bad phone call.
呢間舖頭九點閂門。,This store is closed at nine.,The station is located at 9th Street.,It is located on the 9th floor of the building.
呢間舖頭啲壽司好好食。,The sushi at this shop tastes good.,I'll eat the good food of the restaurant.,I've had a good meal at the restaurant.
你知唔知呢個字點解呀？,Do you know the meaning of this word?,"You know what I mean, single-letter solving?",You know how to solve a single-character problem?
我唔識呢個字。,I don't understand this word.,I'll read the words.,I'd like to read a single word.
呢條村啲嘢平過我哋條村好多。,The things in this village are cheaper than those in ours.,I have been in the village of Joju for many years.,I've had a lot of meetings with many people in my village.
將呢條線分做二十個等分。,Divide this line into twenty equal parts.,Their number is twenty-two.,The line is divided into twenty equal divisions.
呢條河有一咪闊。,This river is one mile across.,The river is a long and wide.,The river is one mile wide.
呢張係一張免費飛。,This is a free ticket.,I'll give you a free flying ticket.,I'll give you a free flying ticket.
呢間圖書館有冇英文雜誌㗎？,Are there any English magazines in this library?,What about the library with English magazines?,What about the library with English magazines?
呢個公仔係咪你自己整㗎？,Did you make this doll by yourself?,"""And what about your own little cowboy?",And what about your own cowardly self-deception?
呢個消息係唔係真㗎？,Is this information right?,"""And the newsman, I guess he was right?","Well, what did the newsman say to you?"
呢個女仔邊個嚟㗎？,Who is this girl?,How about each girl being separated?,What about each girl on each side?
天氣咁熱，要戴返頂帽先好出街呀。,Don't go out in this heat with a bare head.,"It's hot and rainy, so I'll take my cap back to the street before I go out.","The weather is hot, I have to wear my top hat back before I can get out of town."
你今個禮拜六日得唔得閒呀？,Are you free this weekend?,You're busy on six days of the week now?,Do you have a six-day week now?
張相係佢影嘅。,The picture was taken by him.,I'm a big fan of you.,I'm not going to see you again.
你介唔介意我攞呢本字典去用呀？,Would you mind my using this dictionary?,You don't mind me asking if I can use the dictionary?,What do you think I need to use the dictionary?
呢本字典雖然好貴，但係都係值得買嘅。,"This dictionary is very expensive, but is worth buying.","The book is a great book, but it is worth buying it.","Although the dictionary is beautiful, it is worth purchasing."
關於呢件事，等佢下次嚟我會話佢知㗎啦。,I will tell him about it when he comes next time.,"I'm going to talk to you next time I come, I know you're going.","I'll talk to you next time I see you, I know everything about you."
呢隻錶要攞去修理喇。佢每日都會快廿分鐘。,This watch needs repairing. It gains 20 minutes a day.,The watch is to be repaired every day for twenty minutes.,The clock has to be repaired every day for twenty minutes.
呢隻手錶有防震功能。,This watch is shock-proof.,The watch has anti-shock function.,The watch has anti-shock function.
我諗住送呢隻錶俾你。,This watch is meant for you.,I'm going to send you a watch.,I'm going to send you a watch.
唔好講呢件事俾阿爸聽。,Don't tell Father about this.,I'll tell you something about Dad's hearing.,I'd like to tell you something about Dad listening.
呢啲資料未必可靠。,It is questionable whether this data can be relied on.,The data is not necessarily reliable.,The data is not necessarily reliable.
呢首詩原本係用法文寫嘅。,This poem was originally written in French.,The first poem was written in French.,The original poem was written in French.
張紙大得濟，擺唔落個信封度。,The paper is too big for the envelope.,"The paper is a large paper, and the paper has a small number of stamps.","The papers are largely worn, and there is a small number of stamps."
你最近唔係好似你。,You don't seem to be yourself these days.,You've been like you lately.,You've been like you lately.
呢道門點鎖都鎖唔到。,This door won't lock.,The doors are all locked.,The doors of the gates are locked.
呢座建築物就起完㗎喇。,This building is near completion.,The buildings were built in the same way.,The buildings were built in the same way.
啲座建築物喺威尼斯嘅眾多名勝之一。,This building is one of the many glories of Venice.,The building is one of the many sights of Venice.,The building is one of Venice's many attractions.
呢隻襪穿咗個窿。,There's a hole in this sock.,The sock is covered with a hole.,And the sock is clothed in a hole.
呢段音樂令我又想起嗰個女仔。,This music reminds me of that girl.,I remembered a girl in the music section.,I'm thinking of a girl.
喺條咁急嘅急流裏面游水，一定會好危險㗎。,It must be dangerous to swim in this rapid stream.,"I'm going to take a quick trip back to the river and swim in water, and I think it's dangerous.","I'm going to take a quick trip back to the river to swim the water, it's very dangerous."
呢部機重得濟喇，我拎唔郁。,This machine is too heavy for me to carry.,"I'm in the middle of a big car, I have to get out.","The aircraft was hit by an earthquake, and I was injured."
呢部機好易用。,This machine is easy to handle.,The machine is easy to use.,It is easy to use.
你識唔識得用呢部機呀？,Do you know how to use this machine?,"You know what you need, the unit?",You know how to use the parts?
呢間學校女仔多過男仔。,There are more girls than boys in this school.,School girls are more than boys.,School girls are more than boys.
我做完功課，想瞓陣覺，但係又要返學⋯⋯,"Now that I have finished this assignment I want to go to sleep, but I have to go to school.","I've done all my schoolwork, I have a feeling, but I need to go back to school... ...","I've done all my schoolwork, I want to be happy, but I have to go back to school... ..."
呢朵花係黃色嘅，但係其他嗰啲全部都係藍色嘅。,"This flower is yellow, but all the others are blue.","The flowers are yellow, but all the others are blue.","The flower is yellow, but everything else is blue."
呢首歌令我諗返起我細個嗰陣啲嘢。,This song reminds me of my childhood.,The song that I'm doing is making me want to get back to my little piece of music.,It's a song that makes me want to get back to my piece of music.
呢間屋要維修吓喇。,This house must be done up.,The house is to be repaired.,The house is to be repaired.
呢間屋係我嘅。,This house is mine.,I'm the housekeeper.,I'm the housekeeper.
我今個夏天諗住踩單車環遊歐洲。,I'll travel across Europe by bicycle this summer.,I'm going to spend the summer on a bike touring Europe.,This summer I'm going to ride my bike around Europe.
呢支鉛筆有幾長呀？,How long is this pencil?,How long is the pencil?,What is the length of the pencil?
我覺得呢套戲值得一睇再睇。,I think it is worthwhile to see this film twice.,I think that the film is worth a visit again.,I think the film is worth a try again.
我想問吓修理呢張凳要幾多錢呀？,What would it cost to have this chair repaired?,I wondered how much money the bench would cost for repairing it?,I wondered how much money the bench would cost for repairing?
呢粒蘋果好酸。,This apple tastes sour.,Apples are sour and rich.,And apples are sweet and sour.
呢部收音機幾多錢呀？,What is the price of this radio?,"I mean, how much money for the radio?","""Well, what's the cost of the radio?"
好似咁嘅錯誤好容易被忽略㗎。,Mistakes like these are easily overlooked.,It is easy to ignore the errors of the wrongs.,It is easy to overlook errors as well as misunderstandings.
呢架小巴可以坐到廿五個人。,This minibus holds 25 persons.,The bus can accommodate up to 25 individuals.,The bus can accommodate twenty-five persons.
呢間酒店裝得落一千人。,This hotel has accommodations for 1000 guests.,"The hotel has a capacity of 1, 000 people.","The hotel has a capacity of 1, 000 people."
呢支原子筆我買咗兩蚊。,I bought this ball-point for two dollars.,I bought two mosquitoes for my pencil.,I bought two mosquitoes.
呢支筆係我㗎。,This pen belongs to me.,I'm a writer and I write.,I'll get a letter from my office.
你想用呢支筆，我就借俾你啦。,"If you want this pen, I will lend it to you.","You want to use a pencil, I'll borrow it from you.","You want to use a pencil, and I'll borrow you."
呢塊牛扒好香。,This beefsteak smells good.,The lump of cow pickled is good taste.,It's good to pick up a big chunk of steak.
呢間舖頭啲漢堡包好味過嗰間嗰啲。,This store's hamburgers taste better than that one's.,The restaurant has a hamburger package that is delicious all over the world.,I've had a good taste of the Hamburger Package at the store.
呢支玫瑰好靚呀。,This rose is very beautiful.,The rose is beautiful.,The roses are beautiful.
呢架巴士載到五十個人。,This bus can hold fifty people.,The buses carry up to 50 individuals.,The buses carry up to 50 individuals.
呢啲睡衣好吸汗。,These pajamas absorb sweat well.,I'm wearing a sweating suit.,My sleeping suit sucks sweat.
唔該你裝啲水落呢個桶度吖。,Please fill this bucket with water.,You're going to have to take a waterfall and a single barrel of water.,You're going to have to go to the waterfall for a single barrel of water.
呢個桶穿咗個窿。,There's a hole in this bucket.,The tube is a single hole.,A single barrel through each hole.
呢啲黏液可以當膠水用。,This sticky liquid can be substituted for glue.,The liquid can be used as glue water.,The liquid can be used as glue water.
呢條呔幾多錢呀？,How much is this tie?,How much money is that?,How much money?
呢把刀好利。,This knife cuts well.,I have a good knife.,It's good to have a knife.
嗰條裙睇落好似好貴噉。,That dress seems to be very expensive.,Their hair is like a flower.,It looks like it's going to be a good show.
呢張枱同我哋屋企嗰張一樣大。,This table is just as large as ours.,Their family is as big as my family.,"It is the same as my own house, and I am as big as it is."
呢張梳化幾多錢呀？,How much is this sofa?,How much money is compressed?,How much money is compressed?
有人喺呢張梳化度瞓過。,Somebody has been sleeping on this sofa.,Someone was in the room and was getting compressed.,I've had a lot of meetings with people.
呢間游水學校每個月要俾幾多學費㗎？,How much is the monthly fee of this swimming school?,How much do the boarding schools pay each month?,How much do you pay for your tuition each month at the waterway school?
你話兜啫喱凝咗未吖嗱？,Do you think this jelly's firm enough to eat yet?,You said you were a writer and a poet.,"You've been talking all day long, have you?"
呢件外套無衫袋㗎。,This coat hasn't pockets.,I'm wearing a coat with no shirt and a bag.,It's a coat with no shirt and a bag.
呢隻蛋糕真係冇啲人講到咁好食囉。,This cake doesn't really live up to its reputation.,The cake is really good for everyone to eat.,The cake is really delicious for everyone to eat.
呢條規則唔係幾時都啱用㗎。,This rule doesn't apply to every case.,The rule is that the time of the day is always used for the purpose of calculating the amount of money.,"As a rule, it is not always possible to use it."
呢部相機冇嗰部咁貴。,This camera is less expensive than that one.,The camera is also a part of the camera.,I'm a big fan of cameras.
你可唔可以用呢部相機幫我哋影幅相呀？,Would you take a picture of us with this camera?,You can use the camera to help me with my picture?,Can you use the camera to help me with my photographs?
