cantonese,english,greedy,beam
呢座建築物就起完㗎喇。,This building is near completion.,This building is finished.,This building is finished.
啲座建築物喺威尼斯嘅眾多名勝之一。,This building is one of the many glories of Venice.,These buildings are one of Venice's many winners.,These buildings are one of Venice's many winners.
呢隻襪穿咗個窿。,There's a hole in this sock.,This one is wearing a tie.,This chick is wearing a hat.
呢段音樂令我又想起嗰個女仔。,This music reminds me of that girl.,This music reminds me of that girl.,This music reminds me of that girl.
喺條咁急嘅急流裏面游水，一定會好危險㗎。,It must be dangerous to swim in this rapid stream.,It must be dangerous to swim in such a rush.,It must be dangerous to swim in such a rush.
呢部機重得濟喇，我拎唔郁。,This machine is too heavy for me to carry.,"This plane is heavy, and I can't move.","It's too heavy, and I can't move."
呢部機好易用。,This machine is easy to handle.,This machine is easy to use.,It's very easy to use.
你識唔識得用呢部機呀？,Do you know how to use this machine?,Do you know how to use this machine?,Do you know how to use this machine?
呢間學校女仔多過男仔。,There are more girls than boys in this school.,There are more girls than boys in this school.,This school has more girls than boys.
我做完功課，想瞓陣覺，但係又要返學⋯⋯,"Now that I have finished this assignment I want to go to sleep, but I have to go to school.","I'm homeworking, I want to sleep, but I have to go back to school.","I've done my homework, and I want to sleep, but I have to go back to school."
呢朵花係黃色嘅，但係其他嗰啲全部都係藍色嘅。,"This flower is yellow, but all the others are blue.","This flower is yellow, but the rest is all blue.","These flowers are yellow, but the rest are all blue."
呢首歌令我諗返起我細個嗰陣啲嘢。,This song reminds me of my childhood.,This song reminds me of my childhood.,This song reminds me of my childhood.
呢間屋要維修吓喇。,This house must be done up.,This house needs to be repaired.,This house needs to be repaired.
呢間屋係我嘅。,This house is mine.,This is my house.,This is my house.
我今個夏天諗住踩單車環遊歐洲。,I'll travel across Europe by bicycle this summer.,I'm thinking of riding a bike around Europe this summer.,I'm thinking of cycling around Europe this summer.
呢支鉛筆有幾長呀？,How long is this pencil?,How long is this pencil?,How long is this pencil?
我覺得呢套戲值得一睇再睇。,I think it is worthwhile to see this film twice.,I think it's worth a look.,I think it's worth a look.
我想問吓修理呢張凳要幾多錢呀？,What would it cost to have this chair repaired?,"I want to ask you, how much does it cost to fix this?","I want to ask you, how much does it cost to fix this tank?"
呢粒蘋果好酸。,This apple tastes sour.,This apple is sour.,This apple is sour.
呢部收音機幾多錢呀？,What is the price of this radio?,How much does this radio cost?,How much does this radio cost?
好似咁嘅錯誤好容易被忽略㗎。,Mistakes like these are easily overlooked.,Mistakes like this are easily overlooked.,Mistakes like this are easily overlooked.
呢架小巴可以坐到廿五個人。,This minibus holds 25 persons.,This little bar can seat 25 people.,This minibar seats 25 people.
呢間酒店裝得落一千人。,This hotel has accommodations for 1000 guests.,"This hotel can accommodate 1,000 people.","This hotel can accommodate 1,000 people."
呢支原子筆我買咗兩蚊。,I bought this ball-point for two dollars.,I bought this atomic pen for two dollars.,I bought this atomic pen for two dollars.
呢支筆係我㗎。,This pen belongs to me.,This is my pen.,This is my pen.
你想用呢支筆，我就借俾你啦。,"If you want this pen, I will lend it to you.","If you want to use this pen, I'll lend it to you.","If you want to use this pen, I'll lend it to you."
呢塊牛扒好香。,This beefsteak smells good.,This cow smells good.,This cow smells good.
呢間舖頭啲漢堡包好味過嗰間嗰啲。,This store's hamburgers taste better than that one's.,These hamburgers in this box taste better than those in the kitchen.,The hamburgers in this bag taste better than the ones in there.
呢支玫瑰好靚呀。,This rose is very beautiful.,This is a beautiful bracelet.,This is a beautiful bracelet.
呢架巴士載到五十個人。,This bus can hold fifty people.,There were 50 people on this bus.,There were 50 people on this bus.
呢啲睡衣好吸汗。,These pajamas absorb sweat well.,These sleeping bags are sweaty.,These sleeping bags suck.
唔該你裝啲水落呢個桶度吖。,Please fill this bucket with water.,Please put some water in this bucket.,Please put some water in this bucket.
呢個桶穿咗個窿。,There's a hole in this bucket.,This barrel is covered in a can.,This barrel is covered in a bucket.
呢啲黏液可以當膠水用。,This sticky liquid can be substituted for glue.,These liquids can be used as rubber water.,They can be used as rubber water.
呢條呔幾多錢呀？,How much is this tie?,How much is this?,How much is that?
呢把刀好利。,This knife cuts well.,This knife is good.,This is a good knife.
嗰條裙睇落好似好貴噉。,That dress seems to be very expensive.,That hat looks expensive.,It looks like it's expensive.
呢張枱同我哋屋企嗰張一樣大。,This table is just as large as ours.,This is the same size as our house.,It's the same size as our house.
呢張梳化幾多錢呀？,How much is this sofa?,How much is this scam?,How much does this stunt cost?
有人喺呢張梳化度瞓過。,Somebody has been sleeping on this sofa.,Someone slept in this place.,Somebody slept in this closet.
呢間游水學校每個月要俾幾多學費㗎？,How much is the monthly fee of this swimming school?,How much does this swimming school pay for a monthly tuition?,How much does this swimming school pay per month?
你話兜啫喱凝咗未吖嗱？,Do you think this jelly's firm enough to eat yet?,You said it was frozen?,Did you say it's frozen?
呢件外套無衫袋㗎。,This coat hasn't pockets.,This jacket has no bags.,This jacket has no bags.
呢隻蛋糕真係冇啲人講到咁好食囉。,This cake doesn't really live up to its reputation.,This cake is not really the most delicious cake people have ever said.,This cake has never been said to be so delicious.
呢條規則唔係幾時都啱用㗎。,This rule doesn't apply to every case.,This rule doesn't always apply.,This rule doesn't always apply.
呢部相機冇嗰部咁貴。,This camera is less expensive than that one.,This camera is not that expensive.,This camera isn't that expensive.
你可唔可以用呢部相機幫我哋影幅相呀？,Would you take a picture of us with this camera?,Can you take a picture with this camera?,Can you take a picture of us with this camera?
